Timestamp,Age,Gender,Country,State,Occupation,Do you work/study in you state of Residence?,"Financially, which period was more difficult for you?","Emotionally / mentally, which period was more difficult for you?",During which period was your health more affected?,Did you or someone you know suffer from covid19?,Who suffered from covid19?,How severe was the condition,How were you feeling during this time?,How did your interaction with friends change during covid19?,What was your major method of connecting with friends during lockdown?,How was your relationship with your family affected during covid19?,How do you feel about change in interaction with the colleagues/ classmates/ customers?,Did you feel that in case of emergency you can rely on friends/relatives for help,How was your occupation affected by covid19?,How was your studies affected by covid19?,Did your household expenditure increase or decrease?,Did you receive any incentive or financial help from government/bank?,Did your family had to make extra healthcare expenditure during covid19?,Does that person in your family have health insurance?,Did you have to take loan or insurance?,Did you feel anxious about your future during lockdown?,Did you feel lonely during lockdown?,Did you feel frustrated being confined at home for long time?,How many times you became a part of family argument?,Did you feel downhearted or depressed during lockdown/ covid?,How did change in occupation/ studies affect you emotionally and mentally?,Do you agree with the rule of complete lockdown in case of any future pandemic?,Do you feel more prepared to handle such situation in future?,"Do you feel that the healthcare, government, financial and educational sectors are capable of handling such situation in future?"
10/12/2021 16:57:38,20,Female,India,Uttar pradesh,Student,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Close friend,3,Little worried,2,Text,3,I felt no change,4,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Most of the time,Rarely,Every other day,Sometimes,Stressed,Yes,Yes,Maybe
10/12/2021 17:06:31,20,Female,India,UTTAR PRADESH,Student,Yes,2nd wave(2021),1st wave(2020),My health was not affected,Yes,Close friend,3,Stressed,3,Call,5,Interaction became difficult,1,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Stressed,Yes,Yes,Yes
10/12/2021 17:22:30,18,Female,India,Uttar Pradesh,Student,Yes,1st wave(2020),1st wave(2020),My health was not affected,Yes,Close friend,1,Little worried,3,Text,4,It became more interactive,4,Not relevant for me,Normal,No change,No,No,,,Sometimes,Most of the time,Most of the time,sometimes,Most of the times,Normal,Yes,Maybe,Yes
10/12/2021 17:24:01,19,Female,India,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,4,Stressed,1,Text,5,Interaction became difficult,3,Pay /Income decreased,Declined,Increase,No,Yes,No,Insurance,Sometimes,Never,Never,sometimes,Never,Stressed,No,Yes,No
10/12/2021 17:24:17,18,Female,India,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Close friend,3,Little worried,3,Text,4,I felt no change,3,Not relevant for me,Normal,Decrease,No,No,,,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Normal,Maybe,Maybe,Maybe
10/12/2021 17:35:24,20,Female,India,Delhi,Student,Yes,Similar during both,2nd wave(2021),1st wave(2020),Yes,Family member,4,Stressed,4,Call,3,Interaction became difficult,3,Not relevant for me,Declined,No change,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,Not at all,Rarely,Stressed,Maybe,Yes,Maybe
10/12/2021 17:56:22,20,Female,India,UTTAR PRADESH,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Family member, Close friend",3,Little worried,2,Text,4,Interaction became difficult,1,Pay /Income decreased,Declined,No change,No,Yes,Yes,None,Most of the time,Sometimes,Rarely,sometimes,Sometimes,Stressed,Yes,Maybe,Yes
10/12/2021 17:58:40,20,Female,India,Uttar Pradesh,Student,Yes,Similar during both,Similar during both,2nd wave(2021),Yes,"Family member, Close friend",5,Stressed,5,Call,5,It became more interactive,5,Not relevant for me,Normal,Increase,No,No,,,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Not relevant,Yes,Yes,Yes
10/12/2021 18:00:14,19,Female,India,Uttar Pradesh,Student,Yes,1st wave(2020),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",4,Little worried,2,Text,4,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Most of the time,Sometimes,sometimes,Sometimes,Stressed,Maybe,Yes,No
10/12/2021 18:21:43,50,Female,India,Jharkhand,Not employed,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Family member,4,Stressed,3,Call,3,Interaction became difficult,3,Not relevant for me,Not relevant for me,No change,Yes,Yes,No,None,Sometimes,Never,Never,Not at all,Sometimes,Not relevant,No,Maybe,Maybe
10/12/2021 18:23:53,19,Female,India,Uttar Pradesh,Student,Yes,2nd wave(2021),1st wave(2020),My health was not affected,No,,,,1,Call,3,I felt no change,1,Not relevant for me,Normal,Decrease,No,Yes,No,None,Sometimes,Rarely,Most of the time,sometimes,Sometimes,Normal,Yes,Yes,Yes
10/12/2021 18:25:23,32,Male,India,Himachal Pradesh,Government,No,2nd wave(2021),2nd wave(2021),1st wave(2020),Yes,"Myself, Family member, Close friend",3,Stressed,3,Call,5,It became more interactive,3,No Change,Not relevant for me,Decrease,No,No,,,Sometimes,Most of the time,Most of the time,Every other day,Most of the times,Stressed,No,Yes,No
10/12/2021 18:28:08,19,Female,India,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,5,Stressed,2,Call,5,I felt no change,4,No Change,Normal,No change,No,Yes,No,None,Sometimes,Sometimes,Sometimes,sometimes,Most of the times,Normal,Yes,No,No
10/12/2021 18:39:13,22,Female,INDIA,BIHAR,Student,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Close friend,5,Stressed,3,Call,5,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,Yes,Insurance,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Stressed,Yes,Maybe,Maybe
10/12/2021 18:46:42,19,Female,India,Varanasi,Student,Yes,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,Family member,2,Little worried,1,Video Call,2,Interaction became difficult,4,Lost job/ Business Closed,Normal,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,Not at all,Sometimes,Normal,Yes,Yes,Maybe
10/12/2021 19:00:29,19,Female,India,Uttar pradesh,Student,No,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,5,Stressed,5,Video Call,4,Interaction became difficult,5,Not relevant for me,Normal,No change,No,No,,,Sometimes,Most of the time,Most of the time,sometimes,Most of the times,Normal,Maybe,Maybe,Yes
10/12/2021 19:05:15,19,Male,INDIA,Uttar Pradesh,Student,Yes,1st wave(2020),Similar during both,2nd wave(2021),No,,,,3,Call,4,Interaction became difficult,5,Not relevant for me,Improved,Increase,No,Yes,Yes,Insurance,Sometimes,Sometimes,Most of the time,sometimes,Never,Stressed,Yes,Yes,Maybe
10/12/2021 19:15:57,20,Female,India,Uttar pradesh,Student,Yes,Similar during both,Similar during both,Similar during both,Yes,"Myself, Family member",1,Little worried,1,Call,5,Interaction completely stopped,3,Not relevant for me,Declined,No change,Yes,Yes,Yes,None,Most of the time,Most of the time,Never,sometimes,Rarely,Stressed,Maybe,Maybe,Maybe
10/12/2021 19:34:47,17,Male,India,Varanasi,Student,Yes,Similar during both,2nd wave(2021),My health was not affected,No,,,,2,Call,4,It became more interactive,3,Lost job/ Business Closed,Declined,Increase,No,Yes,No,Sold our Assets,Most of the time,Rarely,Sometimes,Very Rare,Most of the times,Stressed,Yes,Yes,Maybe
10/12/2021 19:42:14,19,Female,India,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Close friend,5,Stressed,2,Video Call,5,Interaction became difficult,3,Lost job/ Business Closed,Declined,No change,No,Yes,No,None,Most of the time,Most of the time,Sometimes,sometimes,Sometimes,Stressed,Yes,Yes,Maybe
10/12/2021 19:42:36,37,Male,India,Shimla,Self Employed,No,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Close friend,4,Stressed,1,Call,1,Interaction became difficult,3,Pay /Income decreased,Declined,Decrease,No,No,,,Most of the time,Most of the time,Most of the time,sometimes,Most of the times,Stressed,Maybe,Yes,No
10/12/2021 19:58:45,21,Female,India,Bihar,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",4,Stressed,1,Call,5,I felt no change,2,No Change,Improved,No change,No,Yes,No,None,Rarely,Never,Rarely,Not at all,Never,Stressed,Yes,Yes,Yes
10/12/2021 20:08:48,30,Female,India,Chandigarh,Not employed,No,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Family member,3,Stressed,3,Call,4,I felt no change,5,Not relevant for me,Not relevant for me,Decrease,No,Yes,Yes,None,Sometimes,Never,Most of the time,Very Rare,Sometimes,Not relevant,Yes,Maybe,Yes
10/12/2021 20:26:03,20,Male,India,Uttar Pradesh,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,3,Little worried,3,Call,4,I felt no change,4,Not relevant for me,Improved,Decrease,No,No,,,Sometimes,Sometimes,Sometimes,Not at all,Rarely,Normal,Yes,Yes,Maybe
10/12/2021 20:43:28,33,Female,India,Himachal Pradesh,Government,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Myself,1,Stressed,3,Video Call,3,Interaction became difficult,1,No Change,Normal,Increase,No,No,,,Most of the time,Most of the time,Sometimes,Every other day,Sometimes,Stressed,No,No,No
10/12/2021 20:45:50,56,Male,India,Himachal Pradesh,Government,Yes,1st wave(2020),1st wave(2020),My health was not affected,Yes,Close friend,5,Little worried,5,Call,1,I felt no change,1,No Change,Improved,Decrease,No,No,,,Rarely,Sometimes,Sometimes,sometimes,Sometimes,Not relevant,No,Yes,Yes
10/12/2021 20:49:13,35,Female,India,Uttar Pradesh,Education,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,4,Stressed,5,Video Call,4,It became more interactive,4,Not relevant for me,Declined,Increase,No,No,,,Most of the time,Never,Sometimes,Very Rare,Sometimes,Not relevant,Yes,Yes,Yes
10/12/2021 20:58:12,56,Male,India,HP,Government,Yes,2nd wave(2021),Similar during both,1st wave(2020),Yes,"Myself, Family member",2,Stressed,4,Call,5,Interaction became difficult,4,Pay /Income decreased,Not relevant for me,No change,No,Yes,No,None,Sometimes,Sometimes,Rarely,Very Rare,Sometimes,Not relevant,Yes,Yes,Yes
10/12/2021 21:22:34,22,Female,India,Uttar pradesh,Student,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Family member,5,Stressed,1,Text,1,Interaction completely stopped,5,No Change,Declined,Decrease,No,Yes,No,None,Sometimes,Most of the time,Sometimes,Every other day,Most of the times,Stressed,No,Maybe,Yes
10/12/2021 21:24:07,35,Male,India,Himachal Pradesh,PSU,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,Close friend,3,Little worried,2,Call,5,Interaction became difficult,2,No Change,Not relevant for me,No change,No,No,,,Rarely,Sometimes,Sometimes,sometimes,Rarely,Not relevant,Yes,Yes,Maybe
10/12/2021 21:43:26,56,Male,India,Bihar,Medical Representative,Yes,1st wave(2020),2nd wave(2021),1st wave(2020),Yes,"Myself, Family member, Close friend",1,Not worried,1,Video Call,1,It became more interactive,3,Pay /Income decreased,Not relevant for me,Increase,No,Yes,Yes,Insurance,Most of the time,Sometimes,Most of the time,Every other day,Most of the times,Normal,Yes,Yes,Maybe
10/12/2021 21:56:56,34,Female,INDIA,Jharkhand,Homemaker,No,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,4,Little worried,5,Call,4,It became more interactive,2,Not relevant for me,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Sometimes,Rarely,Not at all,Rarely,Not relevant,Maybe,No,Yes
10/12/2021 21:57:09,21,Male,India,Jharkhand,Student,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,5,Stressed,3,Text,5,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Rarely,Sometimes,Sometimes,sometimes,Sometimes,Stressed,No,No,No
10/12/2021 22:07:46,58,Male,India,Jharkhand,Contect job,Yes,Similar during both,Similar during both,My health was not affected,No,,,,3,Call,4,Interaction completely stopped,2,No Change,Declined,Decrease,No,No,,,Sometimes,Never,Never,Very Rare,Never,Not relevant,Maybe,Maybe,Maybe
10/12/2021 22:20:14,17,Female,India,Jharkhand,Student,Yes,1st wave(2020),2nd wave(2021),My health was not affected,Yes,Family member,4,Stressed,2,Call,3,Interaction completely stopped,1,Pay /Income decreased,Normal,Increase,No,Yes,No,None,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Normal,No,Yes,No
10/12/2021 22:40:52,20,Female,India,Uttar Pradesh,Student,Yes,Similar during both,Similar during both,My health was not affected,Yes,"Family member, Close friend",5,Stressed,3,Text,3,It became more interactive,4,Not relevant for me,Normal,Increase,No,No,,,Sometimes,Sometimes,Rarely,Very Rare,Sometimes,Stressed,No,Maybe,Maybe
10/12/2021 22:45:31,18,Male,India,Uttar Pradesh,Student,Yes,Similar during both,Similar during both,Similar during both,Yes,Family member,4,Little worried,5,Call,4,It became more interactive,5,Not relevant for me,Normal,Increase,No,Yes,Yes,None,Sometimes,Rarely,Never,Every other day,Never,Normal,Yes,Yes,Yes
10/12/2021 22:49:37,18,Male,INDIA,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,3,Stressed,1,Text,4,Interaction completely stopped,5,No Change,Declined,Decrease,Yes,Yes,No,Insurance,Most of the time,Sometimes,Most of the time,Every other day,Rarely,Stressed,Yes,Yes,Yes
10/12/2021 22:55:25,47,Female,India,Uttar Pradesh,Housewife,Yes,Similar during both,Similar during both,Similar during both,Yes,"Myself, Family member",3,Stressed,2,Video Call,2,Interaction became difficult,3,Not relevant for me,Not relevant for me,Increase,Yes,Yes,Yes,None,Never,Never,Never,sometimes,Rarely,Not relevant,Maybe,Maybe,Maybe
10/12/2021 23:05:30,34,Female,India,HARYANA,Government,No,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,4,Stressed,3,Call,4,I felt no change,3,No Change,Not relevant for me,Decrease,Yes,No,,,Sometimes,Sometimes,Never,Not at all,Sometimes,Not relevant,Yes,Yes,Maybe
10/13/2021 9:08:56,20,Female,India,Jharkhand,Student,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,5,Stressed,5,Video Call,5,I felt no change,5,No Change,Declined,No change,No,Yes,No,None,Most of the time,Sometimes,Most of the time,sometimes,Most of the times,Stressed,Yes,Yes,No
10/13/2021 10:41:54,45,Male,India,Himachal Pradesh,Education,Yes,Similar during both,Similar during both,My health was not affected,No,,,,5,"We all friends gathered at different places and enjoyed playing, cooking, gossiping etc",5,I felt no change,5,Pay /Income decreased,Improved,Increase,No,No,,,Rarely,Never,Never,Not at all,Never,Normal,Yes,Yes,Yes
10/13/2021 10:54:21,19,Female,India,Up,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,3,Stressed,1,Video Call,1,Interaction became difficult,3,Pay /Income decreased,Declined,Decrease,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,Every other day,Most of the times,Stressed,Yes,No,Maybe
10/13/2021 11:19:26,33,Male,India,Jharkhand,Government,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),No,,,,4,Call,3,Interaction became difficult,5,Pay /Income decreased,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Most of the time,Sometimes,Not at all,Rarely,Normal,Maybe,Maybe,No
10/13/2021 13:27:21,23,Female,India,Bihar,Student,Yes,1st wave(2020),2nd wave(2021),My health was not affected,Yes,Close friend,5,Little worried,5,Call,5,It became more interactive,5,Not relevant for me,Declined,No change,No,No,,,Most of the time,Sometimes,Most of the time,Very Rare,Most of the times,Stressed,Yes,Maybe,Yes
10/13/2021 14:13:02,23,Female,India,Bihar,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,5,Stressed,5,Text,5,It became more interactive,1,Pay /Income decreased,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Sometimes,sometimes,Most of the times,Stressed,No,Yes,No
10/13/2021 14:24:24,30,Female,India,Haryana,Education,Yes,1st wave(2020),2nd wave(2021),My health was not affected,Yes,Family member,4,Stressed,5,Video Call,5,It became more interactive,5,Lost job/ Business Closed,Not relevant for me,Increase,No,Yes,Yes,None,Most of the time,Never,Sometimes,sometimes,Rarely,Stressed,Maybe,Yes,No
10/13/2021 17:11:10,30,Female,India,Karnataka,Education,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Myself,3,Not worried,1,Text,5,I felt no change,4,Pay /Income decreased,Not relevant for me,Decrease,No,No,,,Never,Never,Sometimes,Not at all,Never,Not relevant,Yes,Yes,Yes
10/13/2021 17:35:57,29,Female,India,Karnataka,Home maker,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,Family member,3,Little worried,2,Call,4,I felt no change,4,Not relevant for me,Improved,Decrease,No,No,,,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,Yes,Yes,Yes
10/13/2021 18:32:00,21,Male,India,Uttar Pradesh,Student,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,3,Little worried,1,Text,1,Interaction completely stopped,5,No Change,Declined,Increase,Yes,Yes,Yes,Insurance,Rarely,Never,Never,sometimes,Never,Normal,Yes,Yes,Maybe
10/13/2021 18:34:17,30,Male,India,Punjab,Corporate,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,2,Not worried,3,Video Call,3,I felt no change,3,No Change,Not relevant for me,Decrease,No,No,,,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Not relevant,Yes,Yes,Yes
10/13/2021 18:35:41,20,Female,India,Delhi,Student,Yes,Similar during both,Similar during both,My health was not affected,No,,,,1,Video Call,4,Interaction became difficult,1,Not relevant for me,Normal,Increase,No,Yes,No,None,Most of the time,Most of the time,Sometimes,Very Rare,Sometimes,Normal,Maybe,Yes,Maybe
10/13/2021 20:41:14,28,Female,India,Uttar Pradesh,Education,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Close friend,2,Stressed,4,Video Call,3,I felt no change,3,Pay /Income decreased,Not relevant for me,Increase,Yes,Yes,Yes,None,Most of the time,Rarely,Rarely,Not at all,Rarely,Normal,No,Yes,Yes
10/13/2021 20:42:48,23,Female,India,Bihar,Student,No,2nd wave(2021),2nd wave(2021),My health was not affected,No,,,,1,Text,1,Interaction completely stopped,1,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,Every other day,Most of the times,Stressed,Maybe,Maybe,Maybe
10/13/2021 21:10:55,22,Female,India,Karnataka,Corporate,Yes,2nd wave(2021),2nd wave(2021),Similar during both,Yes,Close friend,3,Stressed,2,Text,3,Interaction became difficult,4,No Change,Declined,Decrease,No,Yes,Yes,None,Most of the time,Most of the time,Most of the time,sometimes,Sometimes,Normal,Maybe,Yes,No
10/13/2021 21:13:10,19,Female,India,Uttarpradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,3,Stressed,1,Call,4,Interaction became difficult,4,Not relevant for me,Declined,Decrease,No,No,,,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Stressed,Yes,Maybe,Yes
10/13/2021 21:15:23,22,Female,India,Bihar,Self Employed,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",5,Stressed,3,All of above,3,I felt no change,3,Got new job / Started new Business,Declined,No change,No,Yes,Yes,None,Sometimes,Sometimes,Most of the time,Not at all,Sometimes,Normal,Yes,Yes,Maybe
10/13/2021 23:25:34,36,Male,India,CHHATTISGARH,Education,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",3,Stressed,3,Call,4,Interaction became difficult,3,Pay /Income decreased,Not relevant for me,Decrease,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,Very Rare,Sometimes,Normal,Yes,Yes,Yes
10/13/2021 23:42:54,35,Female,India,Maharashtra,Consultant,Yes,Similar during both,2nd wave(2021),2nd wave(2021),Yes,Myself,2,Stressed,1,Text,3,Interaction became difficult,3,Not relevant for me,Not relevant for me,No change,No,No,,,Never,Never,Sometimes,Not at all,Rarely,Not relevant,Maybe,Yes,Yes
10/14/2021 8:45:40,42,Male,India,Karnataka,Education,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,2,Little worried,3,Call,3,I felt no change,3,No Change,Not relevant for me,No change,No,Yes,Yes,None,Never,Rarely,Rarely,Not at all,Never,Not relevant,No,Yes,Yes
10/14/2021 12:04:37,21,Male,India,Uttar Pradesh,Student,No,Similar during both,Similar during both,My health was not affected,Yes,Family member,4,Little worried,2,Call,4,Interaction became difficult,2,Not relevant for me,Normal,Increase,No,No,,,Most of the time,Sometimes,Sometimes,Very Rare,Rarely,Stressed,Yes,Maybe,No
10/14/2021 16:24:14,37,Male,India,Uttar Pradesh,Education,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,Close friend,5,Little worried,3,Video Call,3,Interaction completely stopped,3,Pay /Income decreased,Not relevant for me,No change,No,Yes,No,None,Sometimes,Never,Sometimes,sometimes,Sometimes,Stressed,Yes,Yes,Yes
10/14/2021 18:33:52,30,Female,India,Delhi,Corporate,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",2,Little worried,4,Video Call,3,I felt no change,5,No Change,Not relevant for me,No change,No,No,,,Rarely,Rarely,Most of the time,Very Rare,Sometimes,Normal,Maybe,Yes,Maybe
10/15/2021 9:56:42,14,Female,India,Uttar pradesh,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,3,Little worried,4,Text,5,I felt no change,4,Not relevant for me,Improved,Increase,No,Yes,Yes,None,Rarely,Never,Sometimes,sometimes,Rarely,Relaxed,Yes,Yes,Maybe
10/15/2021 15:13:03,21,Female,India,Bihar,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",4,Stressed,1,Text,2,Interaction completely stopped,1,Not relevant for me,Declined,Increase,Yes,Yes,Yes,None,Most of the time,Most of the time,Sometimes,sometimes,Most of the times,Stressed,Yes,Maybe,No
10/15/2021 15:52:07,19,Male,India,Uttarakhand,Student,Yes,Similar during both,Similar during both,My health was not affected,No,,,,5,Call,5,It became more interactive,5,Lost job/ Business Closed,Declined,Increase,No,Yes,No,None,Most of the time,Never,Sometimes,Very Rare,Never,Relaxed,Yes,Yes,No
10/15/2021 16:24:19,19,Male,India,Uttar pradesh,Student,Yes,1st wave(2020),Similar during both,1st wave(2020),No,,,,5,Call,5,It became more interactive,5,Not relevant for me,Declined,Decrease,No,No,,,Most of the time,Never,Never,sometimes,Never,Stressed,Yes,Maybe,Yes
10/15/2021 17:11:27,20,Female,India,Jharkhand,Student,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,3,Stressed,5,Text,5,I felt no change,1,Not relevant for me,Improved,No change,No,No,,,Most of the time,Rarely,Sometimes,Very Rare,Sometimes,Normal,Yes,Maybe,Maybe
10/15/2021 18:24:39,20,Male,India,Uttar Pradesh,Student,No,Similar during both,1st wave(2020),My health was not affected,No,,,,3,Text,1,Interaction became difficult,2,No Change,Declined,Increase,No,Yes,No,None,Rarely,Sometimes,Never,Very Rare,Sometimes,Stressed,Maybe,No,No
10/15/2021 18:35:07,20,Male,India,Delhi,Student,No,Similar during both,1st wave(2020),My health was not affected,Yes,Close friend,3,Little worried,4,Text,5,Interaction became difficult,3,Not relevant for me,Declined,Decrease,No,No,,,Most of the time,Sometimes,Most of the time,Every other day,Sometimes,Stressed,Yes,Yes,Yes
10/15/2021 18:39:21,21,Male,India,Uttar Pradesh,Student,No,1st wave(2020),Similar during both,Similar during both,Yes,Close friend,1,Not worried,5,Text,5,It became more interactive,3,Lost job/ Business Closed,Normal,No change,No,Yes,No,None,Sometimes,Most of the time,Most of the time,sometimes,Sometimes,Stressed,No,No,No
10/15/2021 20:50:49,21,Male,India,Jharkhand,Student,No,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Family member,4,Stressed,4,Call,5,Interaction completely stopped,4,Not relevant for me,Normal,Increase,Yes,Yes,No,None,Sometimes,Sometimes,Rarely,Not at all,Rarely,Normal,Maybe,Yes,Maybe
10/15/2021 21:31:03,24,Male,India,Jharkhand,Student,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,4,Stressed,1,Text,3,Interaction became difficult,4,Pay /Income decreased,Normal,No change,No,No,,,Sometimes,Never,Never,sometimes,Never,Normal,Yes,Yes,Yes
10/15/2021 21:33:32,22,Female,India,Uttar Pradesh,Student,Yes,1st wave(2020),1st wave(2020),My health was not affected,Yes,Close friend,3,Little worried,1,Text,5,Interaction completely stopped,1,Pay /Income decreased,Normal,Decrease,No,Yes,No,None,Most of the time,Sometimes,Most of the time,sometimes,Sometimes,Normal,Yes,Yes,Yes
10/15/2021 21:40:38,20,Female,India,Uttar Pradesh,Student,Yes,1st wave(2020),1st wave(2020),My health was not affected,Yes,Close friend,3,Little worried,1,Text,3,Interaction completely stopped,1,Pay /Income decreased,Declined,Decrease,No,Yes,No,None,Most of the time,Most of the time,Most of the time,Very Rare,Most of the times,Stressed,Maybe,Yes,Yes
10/15/2021 22:08:54,20,Male,India,Uttar Pradesh,Student,Yes,1st wave(2020),1st wave(2020),My health was not affected,Yes,Close friend,3,Little worried,2,Video Call,4,Interaction became difficult,2,No Change,Normal,Decrease,No,No,,,Sometimes,Sometimes,Sometimes,sometimes,Sometimes,Normal,No,No,No
10/15/2021 22:22:46,20,Male,India,Uttar Pradesh,Student,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Family member, Close friend",3,Stressed,4,"Instagram, call ,",5,I felt no change,5,Pay /Income decreased,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Most of the time,sometimes,Most of the times,Stressed,No,Maybe,Yes
10/16/2021 7:42:57,18,Male,India,Uttar Pradesh,Student,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member",2,Little worried,3,Call,3,I felt no change,1,Not relevant for me,Declined,Decrease,No,Yes,Yes,None,Most of the time,Most of the time,Sometimes,Every other day,Most of the times,Stressed,Yes,Yes,Maybe
10/16/2021 9:30:21,20,Female,India,Gujarat,Student,No,Similar during both,1st wave(2020),2nd wave(2021),Yes,"Family member, Close friend",2,Little worried,3,Call,4,Interaction became difficult,5,Not relevant for me,Declined,Increase,No,Yes,Yes,Insurance,Most of the time,Rarely,Sometimes,Not at all,Rarely,Normal,Yes,Yes,Maybe
10/16/2021 10:59:56,19,Female,India,UTtar PRadesh,Student,Yes,Similar during both,1st wave(2020),Similar during both,Yes,Family member,3,Stressed,3,Text,4,I felt no change,4,Not relevant for me,Declined,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Sometimes,sometimes,Sometimes,Stressed,No,Maybe,Maybe
10/16/2021 11:02:53,20,Male,India,Delhi,Student,No,Similar during both,2nd wave(2021),Similar during both,Yes,"Family member, Close friend",5,Stressed,4,Discord,3,I felt no change,5,Not relevant for me,Declined,No change,No,Yes,Yes,Insurance,Most of the time,Most of the time,Never,sometimes,Most of the times,Stressed,Yes,Yes,Yes
10/16/2021 11:04:26,21,Male,India,Uttarakhand,Student,No,Similar during both,2nd wave(2021),2nd wave(2021),Yes,"Myself, Family member, Close friend",4,Stressed,1,Social media,3,Interaction completely stopped,4,No Change,Declined,Increase,No,No,,,Most of the time,Sometimes,Sometimes,Not at all,Most of the times,Normal,Yes,Maybe,Maybe
10/16/2021 11:04:41,27,Female,India,Maharashtra,Corporate,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Close friend,5,Stressed,5,Text,5,It became more interactive,5,Not relevant for me,Improved,No change,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,sometimes,Most of the times,Normal,No,Yes,No
