timestamp,age,gender,country,state,occupation,work_in_state,diff_financial,diff_emotional,diff_health,suffer_y_n,suffer_who,suffer_cond,suffer_feel,connect_friends,connect_method,connect_family,connect_collegues,rely_help,affected_occupation,affected_studies,House_expend,govt_help,extra_expend,health_insurance,loan,emo_anxious_future,emo_lonely,emo_frustrated,emo_argument,emo_depressed,emo_change,future_lockdown,future_self,future_govt
2021-10-18 12:54:17,20,Female,India,Uttar Pradesh,Education,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,1.0,Little worried,1,Call,1,I felt no change,3,Pay /Income decreased,Declined,Decrease,No,Yes,No,None,Sometimes,Sometimes,Most of the time,Most of the time,Sometimes,Stressed,Maybe,No,No
2021-10-18 13:05:00,23,Male,India,Madhya Pradesh,Corporate/ Private,Yes,2nd wave(2021),1st wave(2020),1st wave(2020),Yes,Family member,3.0,Little worried,3,Call,3,I felt no change,3,Got new job / Started new Business,Not relevant for me,Increase,No,No,,,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Normal,Maybe,Maybe,No
2021-10-18 13:58:47,33,Female,India,Himanchal Pradesh,Education,No,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,Close friend,4.0,Not worried,4,Call,4,Interaction became difficult,4,Pay /Income decreased,Normal,Increase,No,Yes,No,None,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Stressed,No,Yes,Yes
2021-10-18 15:46:42,29,Female,India,Others,Education,No,1st wave(2020),1st wave(2020),2nd wave(2021),Yes,Myself,1.0,Not worried,3,Call,4,I felt no change,4,No Change,Normal,No change,No,No,,,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Normal,Yes,Yes,Yes
2021-10-18 15:52:43,35,Female,India,Karnataka,Not employed/ Homemaker,No,1st wave(2020),Similar during both,Similar during both,Yes,Close friend,3.0,Little worried,1,Call,3,Interaction became difficult,4,Not relevant for me,Not relevant for me,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Not relevant,Yes,Yes,Yes
2021-10-18 19:08:29,30,Male,India,Maharashtra,Corporate/ Private,Yes,2nd wave(2021),2nd wave(2021),1st wave(2020),No,,,,4,Text,5,It became more interactive,4,No Change,Not relevant for me,No change,No,Yes,Yes,None,Sometimes,Most of the time,Most of the time,Sometimes,Most of the time,Stressed,Yes,Yes,Maybe
2021-10-18 19:56:25,40,Male,India,Chhattisgarh,Government,Yes,Similar during both,1st wave(2020),1st wave(2020),Yes,Myself,2.0,Little worried,3,Call,2,Interaction completely stopped,3,Not relevant for me,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Never,Never,Rarely,Rarely,Not relevant,No,Yes,Yes
2021-10-18 20:31:28,40,Male,India,Chhattisgarh,Government,Yes,1st wave(2020),Similar during both,2nd wave(2021),Yes,Myself,1.0,Little worried,3,Call,3,I felt no change,4,No Change,Not relevant for me,Decrease,Yes,Yes,No,Loan,Most of the time,Sometimes,Sometimes,Rarely,Rarely,Stressed,Maybe,Yes,Yes
2021-10-18 20:32:51,34,Male,India,Chhattisgarh,Education,Yes,2nd wave(2021),2nd wave(2021),2nd wave(2021),No,,,,3,Call,3,Interaction became difficult,3,Pay /Income decreased,Normal,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Stressed,Yes,Yes,No
2021-10-18 20:33:08,36,Male,India,Chhattisgarh,Government,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",2.0,Little worried,3,Call,2,Interaction became difficult,2,No Change,Not relevant for me,Increase,No,Yes,No,Insurance,Sometimes,Sometimes,Rarely,Never,Rarely,Not relevant,Yes,Maybe,Yes
2021-10-18 20:33:37,41,Male,India,Uttar Pradesh,Business,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),No,,,,5,Others,5,I felt no change,5,Pay /Income decreased,Declined,Increase,No,Yes,No,None,Most of the time,Sometimes,Sometimes,Never,Sometimes,Stressed,No,Maybe,No
2021-10-18 21:09:35,26,Male,India,Bihar,Business,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Close friend,3.0,Little worried,4,Video Call,3,I felt no change,3,Got new job / Started new Business,Not relevant for me,Increase,No,Yes,Yes,Loan,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Normal,No,Yes,Maybe
2021-10-18 22:18:41,47,Male,India,Jharkhand,Government,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,Family member,3.0,Stressed,3,Call,4,I felt no change,4,No Change,Not relevant for me,Decrease,No,Yes,No,None,Sometimes,Sometimes,Sometimes,Never,Sometimes,Normal,Yes,Yes,Yes
2021-10-19 10:17:27,51,Male,India,Himanchal Pradesh,Business,Yes,Similar during both,2nd wave(2021),My health was not affected,Yes,Close friend,5.0,Stressed,3,Call,4,Interaction became difficult,3,Pay /Income decreased,Not relevant for me,No change,No,No,,,Sometimes,Rarely,Never,Rarely,Rarely,Stressed,Yes,Yes,Yes
2021-10-19 14:42:49,34,Female,India,Himanchal Pradesh,Government,Yes,1st wave(2020),1st wave(2020),1st wave(2020),Yes,Close friend,3.0,Little worried,2,Call,3,Interaction became difficult,3,Not relevant for me,Not relevant for me,No change,No,No,,,Rarely,Rarely,Rarely,Sometimes,Never,Not relevant,Maybe,Maybe,Yes
2021-10-20 21:35:53,36,Female,India,Chhattisgarh,Not employed/ Homemaker,Yes,1st wave(2020),1st wave(2020),1st wave(2020),No,,,,3,Call,1,Interaction became difficult,4,Not relevant for me,Not relevant for me,No change,No,Yes,No,None,Most of the time,Sometimes,Most of the time,Rarely,Rarely,Normal,Maybe,Yes,Yes
2021-10-24 14:48:01,52,Male,India,Uttar Pradesh,Business,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,3.0,Stressed,3,Call,4,Interaction became difficult,4,Pay /Income decreased,Not relevant for me,Increase,No,Yes,Yes,None,Most of the time,Sometimes,Most of the time,Sometimes,Sometimes,Stressed,No,No,Yes
2021-10-24 14:51:01,45,Female,India,Uttar Pradesh,Others,Yes,2nd wave(2021),1st wave(2020),2nd wave(2021),Yes,Myself,3.0,Stressed,3,Call,3,Interaction became difficult,4,Not relevant for me,Not relevant for me,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Most of the time,Sometimes,Rarely,Not relevant,No,Maybe,Maybe
2021-10-25 05:32:57,37,Male,India,Jharkhand,Not employed/ Homemaker,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,No,,,,2,Video Call,3,Interaction became difficult,3,Lost job/ Business Closed,Declined,Increase,No,Yes,No,None,Sometimes,Sometimes,Sometimes,Never,Most of the time,Normal,Yes,Yes,Yes
2021-10-25 09:28:34,52,Male,India,Rajasthan,Others,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,2.0,Little worried,2,Call,3,Interaction became difficult,4,Pay /Income decreased,Normal,Increase,No,Yes,Yes,Insurance,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Stressed,Yes,Yes,Yes
2021-10-25 09:29:54,47,Male,India,Delhi,Government,Yes,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,2.0,Little worried,2,Call,5,Interaction became difficult,3,No Change,Not relevant for me,Increase,No,No,,,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Not relevant,Yes,Maybe,Maybe
2021-10-25 09:29:57,44,Female,India,Delhi,Not employed/ Homemaker,No,Similar during both,1st wave(2020),My health was not affected,Yes,Family member,2.0,Little worried,2,Text,5,Interaction became difficult,3,Not relevant for me,Not relevant for me,Increase,No,No,,,Never,Sometimes,Sometimes,Rarely,Sometimes,Not relevant,Yes,Maybe,Maybe
2021-10-25 09:34:56,50,Female,India,Rajasthan,Others,No,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,Family member,2.0,Stressed,2,Call,4,Interaction completely stopped,4,Pay /Income decreased,Normal,Increase,Yes,Yes,Yes,Insurance,Most of the time,Sometimes,Sometimes,Most of the time,Most of the time,Stressed,Maybe,Yes,Yes
2021-10-25 09:47:36,53,Female,India,Uttar Pradesh,Not employed/ Homemaker,Yes,Similar during both,Similar during both,My health was not affected,Yes,Family member,4.0,Little worried,5,Text,4,I felt no change,4,No Change,Not relevant for me,No change,No,No,,,Never,Never,Rarely,Sometimes,Never,Relaxed,Yes,Yes,Yes
2021-10-25 09:51:21,53,Male,India,Uttar Pradesh,Business,Yes,Similar during both,Similar during both,Similar during both,No,,,,4,Text,4,I felt no change,4,No Change,Improved,No change,No,No,,,Rarely,Rarely,Never,Sometimes,Never,Not relevant,Yes,Yes,Yes
2021-10-25 19:59:05,27,Female,India,Jharkhand,Not employed/ Homemaker,No,2nd wave(2021),2nd wave(2021),My health was not affected,No,,,,3,Video Call,2,Interaction completely stopped,3,No Change,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Normal,Yes,Yes,Yes
2021-10-25 23:25:06,27,Male,India,Uttar Pradesh,Corporate/ Private,Yes,2nd wave(2021),2nd wave(2021),My health was not affected,Yes,"Family member, Close friend",4.0,Little worried,2,Call,4,Interaction became difficult,4,No Change,Not relevant for me,Increase,No,Yes,No,None,Sometimes,Sometimes,Most of the time,Sometimes,Sometimes,Stressed,Yes,Yes,No
2021-10-25 23:32:59,55,Male,India,Uttar Pradesh,Business,Yes,2nd wave(2021),1st wave(2020),2nd wave(2021),Yes,"Family member, Close friend",4.0,Stressed,3,Call,5,I felt no change,4,Pay /Income decreased,Not relevant for me,Increase,No,Yes,No,None,Never,Rarely,Rarely,Sometimes,Rarely,Stressed,Yes,Maybe,No
2021-10-26 00:00:50,28,Male,India,Jharkhand,Corporate/ Private,No,1st wave(2020),1st wave(2020),Similar during both,Yes,Close friend,4.0,Little worried,3,Video Call,3,Interaction became difficult,4,Pay /Income decreased,Not relevant for me,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,Sometimes,Never,Stressed,Yes,Yes,No
2021-10-26 00:03:02,25,Male,India,Bihar,Medical,Yes,1st wave(2020),2nd wave(2021),2nd wave(2021),Yes,Myself,3.0,Stressed,1,Video Call,2,Interaction became difficult,4,Not relevant for me,Declined,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,Sometimes,Most of the time,Stressed,Maybe,Yes,No
2021-10-26 00:07:57,27,Male,India,Bihar,Corporate/ Private,No,2nd wave(2021),2nd wave(2021),2nd wave(2021),Yes,Family member,5.0,Stressed,1,Text,5,Interaction completely stopped,5,No Change,Not relevant for me,Increase,No,Yes,No,None,Most of the time,Most of the time,Most of the time,Sometimes,Sometimes,Stressed,No,Yes,Maybe
2021-10-26 00:08:03,25,Male,India,Jharkhand,Corporate/ Private,No,1st wave(2020),Similar during both,My health was not affected,Yes,Close friend,5.0,Little worried,4,Call,5,Interaction became difficult,4,No Change,Declined,Increase,No,Yes,Yes,None,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Normal,No,Maybe,No
2021-10-26 01:20:43,25,Male,IN,Bihar,Medical,Yes,2nd wave(2021),1st wave(2020),My health was not affected,Yes,"Myself, Family member, Close friend",1.0,Little worried,1,Call,5,It became more interactive,5,Pay /Income decreased,Declined,Increase,No,Yes,Yes,None,Sometimes,Never,Most of the time,Sometimes,Sometimes,Stressed,Yes,Yes,Yes
